Epoch,Total Loss,Eikonal Loss,Data Loss,Source Loss
1,4.323968696594238,0.9997616589069367,0.9817522048950196,2.342454841732979
2,3.1054847478866576,0.9836665630340576,0.47920525521039964,1.6426129158586265
3,1.4371078222990037,0.5650580778717995,0.09372171498835087,0.7783280372619629
4,0.9497897446155548,0.17051863372325898,0.0791562557220459,0.7001148447394371
5,0.8873220562934876,0.12960533872246743,0.08257062435150146,0.6751460921019315
6,0.8415115043520928,0.08591626435518265,0.08662336692214012,0.6689718663692474
7,0.8009337276220322,0.04368418697267771,0.09063182715326548,0.6666177213191986
8,0.7794431477785111,0.020810736902058126,0.09319019876420498,0.6654422156512737
9,0.7724651604890823,0.014167551044374704,0.09406359679996967,0.6642340134829283
10,0.7699153780937195,0.01147215086966753,0.09416477978229523,0.6642784517258405
11,0.7665720105171203,0.009552075667306781,0.0940312821418047,0.6629886515438557
12,0.7664807990193367,0.008251192234456538,0.09372226297855377,0.6645073395222425
13,0.7636064484715461,0.007464662473648786,0.09328168407082557,0.6628601055592298
14,0.7616487205028534,0.006912252050824463,0.09275440722703934,0.6619820635765791
15,0.760403560101986,0.006680812244303525,0.09232415668666363,0.6613986015319824
16,0.7587586678564548,0.006581196025945246,0.09183931462466717,0.660338158160448
17,0.7574356675148011,0.006463193474337459,0.0913531631231308,0.6596193041652441
18,0.7557537510991097,0.00642944963183254,0.09099831245839596,0.6583259891718626
19,0.7541527733206749,0.006373809138312936,0.0906441293656826,0.6571348413825036
20,0.753012003749609,0.006338009261526167,0.09041169658303261,0.656262299977243
21,0.7521722763776779,0.006411625072360039,0.09017393290996552,0.6555867260321975
22,0.7511572316288948,0.006227651424705982,0.08988099396228791,0.6550485825166106
23,0.7500328801572322,0.006178083177655935,0.08973071500658988,0.65412407964468
24,0.7490217477083206,0.00605495828203857,0.08956670202314854,0.6534000834450125
25,0.7483044162392616,0.005998285068199038,0.08944315128028393,0.6528629899024964
26,0.7472297459840774,0.005851694685406983,0.08922539837658405,0.6521526392549276
27,0.7460756346583366,0.005996511410921812,0.0892037522047758,0.6508753802627325
28,0.7460943706333637,0.0055996472481638195,0.08896735720336438,0.6515273561701178
29,0.74534060806036,0.005710246460512281,0.08895134441554546,0.6506790187209844
30,0.7439124971628189,0.005395588604733348,0.08888609372079373,0.6496308099478483
31,0.74335318505764,0.005423570494167506,0.08879194147884846,0.6491376679390669
32,0.7419776558876038,0.005219490313902497,0.08873616214841604,0.6480220120400191
33,0.7406647861003876,0.005023712757974863,0.08873303420841694,0.6469080358743667
34,0.7398667380213737,0.00506923736538738,0.08878314606845379,0.6460143432021141
35,0.7386976033449173,0.0051566680893301966,0.08859706223011017,0.6449438851326704
36,0.73684641122818,0.004318557190708816,0.08820419013500214,0.6443236764520407
37,0.7368261203169822,0.005254628416150808,0.0892607357352972,0.6423107590526342
38,0.7373999893665314,0.007384591619484127,0.08843706659972668,0.6415783192962408
39,0.7336124710738658,0.004935620375908912,0.08830200117081403,0.6403748512268066
40,0.7360194429755211,0.007178276311606169,0.08865573070943356,0.6401854392141104
41,0.731758014857769,0.00492604672908783,0.08839272875338793,0.6384392406791448
42,0.733466500043869,0.006559304404072463,0.08890252728015184,0.6380046527832747
43,0.730251644551754,0.004883046983741224,0.08869215119630099,0.6366764601320029
44,0.7289673507213592,0.0050128432223573325,0.08889295123517513,0.6350615601986647
45,0.7330552712082863,0.008668596856296062,0.09016140680760146,0.6342252671718598
46,0.7265311509370804,0.003657330642454326,0.08890658654272557,0.6339672323316335
47,0.7263056360185146,0.0044182379264384505,0.08923854790627957,0.6326488465070724
48,0.7282584697008133,0.006481745128985495,0.08951500095427037,0.6322617217898369
49,0.7235141798853875,0.003623860701918602,0.08937683403491974,0.6305134709924459
50,0.7233906827867032,0.00486811714945361,0.08938436731696128,0.6291382050141692
51,0.7217959113419056,0.004897748411167413,0.08966953363269567,0.6272286266088486
52,0.7235378280282021,0.006593864900059998,0.09022436439990997,0.626719587109983
53,0.7186476171016694,0.0038359311409294607,0.08986527975648642,0.6249464079737663
54,0.7170017927885055,0.004088492947630584,0.09006298631429673,0.6228503104299307
55,0.7179997511208057,0.007127434015274048,0.09024485554546118,0.6206274634227157
56,0.7196481764316559,0.010027097561396659,0.09033775683492422,0.6192833304405212
57,0.7137518286705017,0.006028728873934597,0.09104855824261904,0.6166745409369468
58,0.7153455808758735,0.009428128530271352,0.09074350763112307,0.6151739468798041
59,0.7098507165908814,0.00584745560772717,0.0917550727725029,0.6122481878846884
60,0.7116534098982811,0.009355997922830284,0.09120369758456945,0.6110937222838402
61,0.7077021285891533,0.00707423104904592,0.09266776647418737,0.6079601287841797
62,0.7076870322227478,0.00979771555867046,0.09172234348952771,0.6061669748276473
63,0.7041748285293579,0.008184036368038505,0.09353236611932517,0.6024584323167801
64,0.703096317499876,0.009997128671966494,0.09200543370097876,0.6010937511920929
65,0.7004948914051056,0.009832256264053285,0.09481496699154376,0.5958476763218641
66,0.6972382158041001,0.010117303230799735,0.09247555285692215,0.5946453537791967
67,0.6964906245470047,0.011755280126817525,0.09628638084977865,0.5884489476680755
68,0.6911568000912667,0.010159315797500313,0.09282524511218071,0.5881722461432218
69,0.6917474627494812,0.013800298143178225,0.09804842099547387,0.5798987533897162
70,0.6835981860756875,0.010038093570619822,0.09381920956075192,0.5797408794984221
71,0.6864371851086617,0.016491369670256974,0.09987263642251491,0.5700731795281172
72,0.67669927328825,0.00984237443190068,0.09535705614835024,0.5714998370036483
73,0.6807972729206085,0.01847716437187046,0.10173523649573327,0.560584869608283
74,0.6667509794235229,0.009505010466091335,0.09745670091360807,0.5597892668098211
75,0.6732070721685887,0.020120255439542233,0.10363691039383412,0.5494498983025551
76,0.6568407133221627,0.00931908367201686,0.10013741087168455,0.5473842140287161
77,0.6638654068112373,0.021733847283758222,0.10553315412253142,0.5365984182804823
78,0.6454154126346111,0.009454015805386008,0.10304063390940428,0.5329207599163055
79,0.6513360142707825,0.02143333023414016,0.10766112059354782,0.5222415622323752
80,0.6335454672574997,0.010000961064361037,0.10548873338848352,0.5180557793006301
81,0.6382966101169586,0.021469416795298457,0.10954390484839678,0.5072832882404328
82,0.621535274386406,0.010887828865088522,0.10796542447060346,0.5026820253580808
83,0.6233453929424286,0.020670865662395954,0.11144966259598732,0.49122486673295496
84,0.6081384018063545,0.012144186068326235,0.11021466497331858,0.48577954433858395
85,0.6070087492465973,0.019660130329430103,0.11329362988471985,0.47405498623847964
86,0.5939914613962174,0.01412507756613195,0.11187926940619945,0.4679871093481779
87,0.5886511273682118,0.018046646472066642,0.11347535904496908,0.457129124365747
88,0.5775514453649521,0.015213268576189876,0.11310481168329715,0.44923335667699577
89,0.570103420317173,0.017086592921987175,0.113879787735641,0.4391370411962271
90,0.5608520939946174,0.01666868054307997,0.1132820663973689,0.43090133778750894
91,0.550275319814682,0.015729899471625685,0.11273239906877279,0.42181302420794964
92,0.5418924674391746,0.01668684431351721,0.11239336635917425,0.4128122618421912
93,0.5306114561855793,0.015157363004982471,0.11147773209959269,0.4039763515815139
94,0.5228705205023289,0.016428895480930805,0.11076763551682234,0.395673986338079
95,0.5115566730499268,0.014306540414690972,0.10943192373961211,0.3878182079643011
96,0.5036060281097889,0.01569420415908098,0.10833156071603298,0.37958027254790067
97,0.4944165363907814,0.014392238552682101,0.10662215761840343,0.3734021343290806
98,0.4838795244693756,0.013903984124772251,0.10480638034641743,0.36516917012631894
99,0.4770328804850578,0.015032838308252394,0.10367957390844822,0.3583204712718725
100,0.4660157524049282,0.0130544220097363,0.10158656183630228,0.35137476231902837
101,0.4578310206532478,0.013510020240209997,0.0996660340577364,0.3446549572050571
102,0.4506569102406502,0.01372265126556158,0.09818956255912781,0.33874469213187697
103,0.441137582808733,0.012258112500421702,0.09561490043997764,0.33326456397771836
104,0.4345375657081604,0.013255631155334412,0.09388386029750109,0.3273980725556612
105,0.42733234316110613,0.012395938741974533,0.09170223902910948,0.32323416471481325
106,0.42055262476205824,0.012298198509961366,0.08997034020721913,0.31828408017754556
107,0.4142814964056015,0.011671644891612232,0.08791775219142436,0.314692098274827
108,0.4086410865187645,0.011461160518229008,0.08633346576243639,0.31084646116942166
109,0.4030455306172371,0.011298249871470035,0.08467346988618374,0.3070738084614277
110,0.39711945950984956,0.01005579112097621,0.08304801788181067,0.30401564948260784
111,0.39151362627744674,0.010107835591770708,0.08113823886960744,0.3002675499767065
112,0.3863151460886002,0.01023709427099675,0.07974696345627308,0.2963310956954956
113,0.3813475057482719,0.009226006432436406,0.07820783481001854,0.29391366206109526
114,0.3776529133319855,0.009707743860781192,0.07750018090009689,0.29044498652219775
115,0.3737277641892433,0.00880711073987186,0.07569361496716738,0.28922703471034766
116,0.36979543715715407,0.009306702809408308,0.07517338655889035,0.28531534858047963
117,0.3668928399682045,0.008647273411042988,0.0742490092292428,0.28399655781686306
118,0.3625649452209473,0.008589995722286404,0.07332686390727758,0.2806480897590518
119,0.3611567452549934,0.008341952576301992,0.07249438408762217,0.2803204147145152
120,0.3582990452647209,0.008565517561510205,0.07239363547414542,0.2773398842662573
121,0.3550250768661499,0.007727838703431189,0.07144595831632614,0.2758512880653143
122,0.35420478582382203,0.008333330135792493,0.07132466230541468,0.2745467983186245
123,0.3499332532286644,0.007805254939012229,0.07022004760801792,0.271907952055335
124,0.34747926741838453,0.007844761782325804,0.06999172177165747,0.26964277774095535
125,0.3452401697635651,0.007617669203318656,0.06969458982348442,0.26792791709303854
126,0.34295340478420255,0.0073812451446428895,0.06918042078614235,0.2663917299360037
127,0.33989097476005553,0.007525357254780829,0.06825421787798405,0.26411139480769635
128,0.33747271820902824,0.007349538500420749,0.06821600385010243,0.26190717741847036
129,0.33548829406499864,0.0072820865316316485,0.06770834568887948,0.2604978684335947
130,0.3335405118763447,0.007076758029870689,0.06713265795260667,0.25933110117912295
131,0.33114169761538503,0.0073399383574724196,0.0667767459526658,0.2570250205695629
132,0.328951433300972,0.006748720584437251,0.06641773357987404,0.25578497871756556
133,0.32680347189307213,0.0072759899077937005,0.06584629882127047,0.2536811839789152
134,0.3257236748933792,0.006947927409783006,0.06578547637909651,0.2529902745038271
135,0.32293655946850774,0.007079975795932114,0.06501842271536588,0.25083816796541214
136,0.32213541865348816,0.006765591632574797,0.06518408674746752,0.25018573813140393
137,0.3193576879799366,0.007048343238420784,0.06431595720350743,0.2479933824390173
138,0.3184959813952446,0.006724155554547906,0.06422881726175547,0.24754301272332668
139,0.31663914024829865,0.006982116168364883,0.06417018491774798,0.24548684135079385
140,0.31689710915088654,0.006541918776929378,0.06355223562568427,0.24680295791476964
141,0.31336069107055664,0.006852330337278545,0.06326781511306763,0.24324054475873708
142,0.3140971213579178,0.006609669025056064,0.0631209684535861,0.24436647593975067
143,0.3115449234843254,0.00673508842010051,0.06283448860049248,0.24197535086423158
144,0.31132590025663376,0.006335449183825404,0.06275588367134333,0.2422345733270049
145,0.30932923778891563,0.006623834231868386,0.06218528393656016,0.24052011892199515
146,0.3080859638750553,0.006598151114303619,0.06238866373896599,0.23909915648400784
147,0.3075186304748058,0.006305542844347656,0.06193704716861248,0.23927604760974647
148,0.30568400472402574,0.006664873834233731,0.06163772828876972,0.23738140538334845
149,0.3047018937766552,0.006543963623698801,0.06146925985813141,0.2366886692121625
150,0.30380420535802843,0.006604261312168092,0.06114615574479103,0.2360537962988019
151,0.3031376414000988,0.006597420526668429,0.061111463233828545,0.23542875982820988
152,0.30209963768720627,0.006236006156541407,0.06105036363005638,0.2348132688552141
153,0.30136098638176917,0.006613177433609963,0.06047854237258434,0.2342692693695426
154,0.29997995048761367,0.006515524245332927,0.06066745445132256,0.23279697429388763
155,0.3000545434653759,0.00635969917057082,0.060220472328364846,0.23347437046468258
156,0.2985621068626642,0.006459452689159662,0.060393251664936545,0.23170940652489663
157,0.2976205345243216,0.006328426266554743,0.05988570358604193,0.23140640575438737
158,0.2976546507328749,0.00652074022218585,0.0598841592669487,0.23124974817037583
159,0.296747949719429,0.006187444052193314,0.0598939111456275,0.2306665999814868
160,0.29611743427813053,0.006352451466955245,0.059724888391792776,0.23004009239375592
161,0.29530107900500296,0.0063635966158472005,0.05933846943080425,0.22959900740534067
162,0.29508734345436094,0.00629305123584345,0.0594718512147665,0.22932243924587964
163,0.29485805705189705,0.006222057575359941,0.059400289319455624,0.22923571113497018
164,0.29367684572935104,0.0061917445040307936,0.059281563945114614,0.22820354122668504
165,0.2935074079781771,0.006354504590854048,0.05890085808932781,0.2282520454376936
166,0.29296886511147024,0.00632170990575105,0.05898856204003096,0.22765858806669712
167,0.2922800280153751,0.006231738743372262,0.05887186583131552,0.22717642411589622
168,0.29215370267629626,0.006351067079231143,0.058871377073228356,0.22693125810474157
169,0.29154478646814824,0.0062949962797574695,0.058695674501359464,0.2265541197732091
170,0.2911781597882509,0.006415783043485135,0.05853594057261944,0.22622644063085318
171,0.29084263518452647,0.006361048016697168,0.05848616249859333,0.22599541917443275
172,0.29057059735059737,0.006344906787853688,0.05856995731592178,0.22565574161708354
173,0.29003301411867144,0.006307287979871035,0.05842561237514019,0.22530011422932147
174,0.289672014862299,0.006430553738027811,0.058266392722725865,0.2249750755727291
175,0.28947814628481866,0.006382853677496314,0.05822878386825323,0.22486651539802552
176,0.2891672931611538,0.0063723064959049225,0.058210436068475244,0.2245845502242446
177,0.2888782866299152,0.006344134255778044,0.058191029168665406,0.22434312272816898
178,0.28855047225952146,0.0063970981631428,0.058090721070766446,0.2240626560524106
179,0.288387805595994,0.0063442439306527374,0.057971724309027195,0.22407183647155762
180,0.2883650876581669,0.006261354498565197,0.058033273182809354,0.2240704631432891
181,0.28785288482904436,0.006360784533899278,0.05808000303804874,0.22341209501028061
182,0.2876926649361849,0.0063150155823677775,0.05787215400487185,0.22350549325346947
183,0.2877050042152405,0.00627723759971559,0.05791706517338753,0.22351070810109377
184,0.28739803805947306,0.006272275990340859,0.057912609167397024,0.22321315668523312
185,0.28725601695477965,0.006288920762017369,0.057885242626070976,0.2230818523094058
186,0.28694843500852585,0.006265710794832557,0.05786742977797985,0.22281529642641545
187,0.28690574392676355,0.0062460169312544165,0.05782855693250895,0.22283117286860943
188,0.28687704019248483,0.006248156260699034,0.05784304067492485,0.2227858377620578
189,0.2866795353591442,0.006261265091598034,0.057801727950572965,0.22261654883623122
190,0.28656457737088203,0.006217640801332891,0.057801419869065285,0.22254552133381367
191,0.2866436459124088,0.006224896770436317,0.05778834987431765,0.22263040039688348
192,0.28659815825521945,0.006225531781092286,0.05778132267296314,0.22259130384773015
193,0.28649828135967254,0.006215966306626797,0.057768557034432885,0.22251375187188388
194,0.28633478432893755,0.00620940470835194,0.05776999797672033,0.22235537841916084
195,0.2863427706062794,0.0062017888179980215,0.057776836678385735,0.22236414905637503
196,0.2862835474312305,0.006194579903967679,0.05777243245393038,0.22231653649359942
197,0.2862954467535019,0.006192005868069827,0.05776387527585029,0.22233956754207612
198,0.28629151470959185,0.006191194825805724,0.057770028710365295,0.22233028803020716
199,0.286316841840744,0.006187256425619125,0.05776507742702961,0.22236450333148242
200,0.2863050252199173,0.0061862567672505975,0.05776588302105665,0.22235289253294468
